time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),shortwave_radiation_sum (MJ/m²),precipitation_sum (mm),rain_sum (mm),precipitation_hours (h),windspeed_10m_max (km/h),winddirection_10m_dominant (°),et0_fao_evapotranspiration (mm)
10/23/2019,23.4,19,20.8,8.19,3,3,7,15.2,85,2.04
10/24/2019,26.1,18.5,21.9,14.59,0,0,0,14.8,95,3.16
10/25/2019,27,19,22.8,14.41,0,0,0,16.9,73,3.46
10/26/2019,26.1,20.4,22.5,10.35,5,5,7,20.2,88,2.51
10/27/2019,22.8,20.4,21.4,3.9,17,17,21,11.6,88,0.94
10/28/2019,26.9,20.2,22.8,10.52,11.2,11.2,11,12.2,96,2.15
10/29/2019,28.5,20.4,23.7,15.53,5.4,5.4,9,7.6,92,3.16
10/30/2019,29,20.1,23.9,16.93,2.4,2.4,3,8.9,59,3.46
10/31/2019,29.1,20.6,24.2,17.51,1.9,1.9,3,7.7,94,3.49
11/1/2019,28.4,20.3,24.2,16.41,0,0,0,11.7,120,3.37
11/2/2019,23.1,20.6,21.9,4.33,4.9,4.9,9,10.7,136,1
11/3/2019,26.2,20.5,22.8,7.89,1.8,1.8,6,5.6,58,1.65
11/4/2019,28.1,18.9,23.2,15.99,0,0,0,7.7,345,3.31
11/5/2019,27.7,18.9,23.2,16.09,0.1,0.1,1,6.6,351,3.27
11/6/2019,27.8,20.2,23.2,15.31,2.3,2.3,3,5.2,242,3.03
11/7/2019,28.1,19.4,23.1,15.43,0.9,0.9,3,12.3,202,3.11
11/8/2019,27.3,19.6,22.9,14.12,6,6,6,10.5,107,2.83
11/9/2019,27.3,19.8,23.2,15.14,0,0,0,11.6,72,3.14
11/10/2019,27.1,18.9,22.9,16.28,0,0,0,13,75,3.26
11/11/2019,27.7,17.7,22.7,17.09,0,0,0,10.2,127,3.56
11/12/2019,27.1,18.7,23.4,14.88,0,0,0,12.2,145,3.14
11/13/2019,27.4,19,23.4,16.44,0,0,0,9.4,122,3.51
11/14/2019,27.1,17.8,22.2,17.9,0,0,0,13,106,3.78
11/15/2019,26.7,15.7,21.4,17.87,0,0,0,10,108,3.63
11/16/2019,27.3,16.8,22.4,17.62,0,0,0,7.2,81,3.44
11/17/2019,27.5,16.5,21.6,17.74,0,0,0,11.5,49,3.65
11/18/2019,27.2,15,21.4,17.82,0,0,0,10.9,53,3.52
11/19/2019,26.8,15.8,21.5,17.35,0,0,0,9.4,200,3.43
11/20/2019,26.4,16.8,21.9,16.36,0,0,0,10.2,141,3.24
11/21/2019,26.7,15.9,21.4,16.88,0,0,0,12.6,121,3.42
11/22/2019,26.9,15.7,21.2,17.34,0,0,0,9.5,142,3.45
11/23/2019,27,18.9,23,17.1,0,0,0,7.2,124,3.4
11/24/2019,27.1,16.8,22.4,16.46,0,0,0,10.5,107,3.29
11/25/2019,27.3,16.8,21.9,16.46,0,0,0,12,115,3.39
11/26/2019,26.8,17.5,22,14.97,0,0,0,11.1,125,3.18
11/27/2019,27.6,16.7,22.2,14.98,0,0,0,13.2,149,3.15
11/28/2019,27.8,16.7,22.2,16.51,0,0,0,10.7,145,3.45
11/29/2019,27.7,17.7,22.8,16.73,0,0,0,8,155,3.34
11/30/2019,26.9,15.7,21.6,15.1,0,0,0,11.6,101,3.05
12/1/2019,26.4,17.8,21.7,14.06,0.1,0.1,1,12.3,130,2.81
12/2/2019,25.4,17.4,21.3,13.26,0.7,0.7,3,10.6,68,2.59
12/3/2019,26,17.1,21.1,14.91,0,0,0,13.8,69,2.92
12/4/2019,26.5,16.6,21.2,15.46,0,0,0,15.5,81,3.29
12/5/2019,26.2,17.3,21.1,15.4,0,0,0,11.7,69,3.6
12/6/2019,24.3,14.3,19,16.25,0,0,0,11.2,59,3.59
12/7/2019,24.6,15,19.3,16.37,0,0,0,12.3,63,3.36
12/8/2019,25.2,13.6,19.1,16.62,0,0,0,11,65,3.18
12/9/2019,25.8,13.8,19.7,16.37,0,0,0,9,83,3
12/10/2019,25.9,14.4,20.2,16.33,0,0,0,8.6,119,3.09
12/11/2019,26.6,15.5,21.4,14.18,0,0,0,10.2,169,2.89
12/12/2019,26.1,17.4,21.1,14.6,0,0,0,14.6,212,3.06
12/13/2019,24.8,13.7,19.6,13.17,0,0,0,17.3,263,2.9
12/14/2019,25,14.2,19.5,15.45,0,0,0,10.7,17,2.81
12/15/2019,22.6,14.7,18.2,13.32,0,0,0,14.8,38,2.41
12/16/2019,21.2,12.6,16.8,11.43,0,0,0,14.3,49,2.09
12/17/2019,22.3,11.7,16.6,16.62,0,0,0,12.3,55,2.79
12/18/2019,23.4,11,17.2,14.85,0,0,0,10.1,80,2.5
12/19/2019,25.3,12.5,18.9,15.29,0,0,0,6.5,93,2.75
12/20/2019,25.8,13.5,19.7,15.99,0,0,0,8.4,117,2.92
12/21/2019,26.2,14.7,20.5,15.38,0,0,0,7.9,116,2.9
12/22/2019,25,15.9,20.3,13.46,0,0,0,11.6,77,2.64
12/23/2019,24.4,15.4,19.6,11.81,0.5,0.5,5,12.2,92,2.54
12/24/2019,26.3,16.6,20.7,12.76,1.1,1.1,6,13,133,2.5
12/25/2019,23.2,16.1,19.3,10.49,0.9,0.9,4,8.4,44,1.87
12/26/2019,22.9,14.1,18,16,0,0,0,12.2,28,3
12/27/2019,20.7,9.8,14.7,17.64,0,0,0,14.8,64,3.59
12/28/2019,21,7.9,13.9,17.69,0,0,0,14.5,87,3.54
12/29/2019,21.6,8.9,15.1,15.93,0,0,0,14,96,3.27
12/30/2019,21.7,11.4,16.4,13.81,0,0,0,12.1,109,3.07
12/31/2019,21.4,14.3,18,9.85,0,0,0,13.3,101,2.21
1/1/2020,21.7,13.4,17.5,12.16,0.6,0.6,4,13.8,106,2.09
1/2/2020,22.3,14.6,17.7,9.89,1,1,4,10.9,82,1.64
1/3/2020,22,11.9,16.8,16.05,0,0,0,10.5,17,2.68
1/4/2020,21.1,11.9,16.2,15.04,0,0,0,11.8,43,2.59
1/5/2020,21.3,9.9,15.3,17.21,0,0,0,14.8,80,3.02
1/6/2020,23.3,11.3,16.7,17.13,0,0,0,15.1,118,3.46
1/7/2020,25.2,11.9,18.9,14.55,0,0,0,13.5,185,3.01
1/8/2020,24.7,15.7,19.4,13.63,0.2,0.2,2,20.5,274,2.85
1/9/2020,20.7,11,15.3,17.97,0,0,0,15.9,29,3.34
1/10/2020,20,7.9,13.4,18.13,0,0,0,16.5,67,3.22
1/11/2020,22.5,7.8,14.9,17.51,0,0,0,11.5,99,3.11
1/12/2020,24.5,10.4,17.4,17.33,0,0,0,8.9,121,3.32
1/13/2020,26.4,13.8,19.9,15.79,0,0,0,18.8,217,3.43
1/14/2020,23.2,15.3,18.9,12.02,0.2,0.2,2,8.4,333,2.19
1/15/2020,24,15.4,19.2,11,0.2,0.2,1,11,133,2.07
1/16/2020,22.1,13.1,17.4,17.23,1.2,1.2,6,15.5,269,3.31
1/17/2020,20.6,9.6,15,17.13,0,0,0,9.1,15,2.83
1/18/2020,22.1,10.8,16,18.18,0,0,0,11.6,51,3.13
1/19/2020,21.8,11.1,15.9,18.25,0,0,0,13.9,43,3.33
1/20/2020,22.5,9.6,15.9,18.24,0,0,0,11.2,90,3.15
1/21/2020,26,12.3,19.4,15.97,0.2,0.2,1,14.8,174,3.12
1/22/2020,26.4,14.6,20.6,15.07,0.6,0.6,3,14.7,18,2.9
1/23/2020,23.8,13.6,18.1,18.1,0,0,0,16.5,41,3.48
1/24/2020,25.1,10.8,17.7,18.57,0,0,0,10.4,47,3.47
1/25/2020,25.9,11.5,18.6,18.24,0,0,0,7.9,38,3.4
1/26/2020,26.7,12.7,19.8,18.28,0,0,0,9.2,104,3.46
1/27/2020,28.4,14.8,21,17.91,0,0,0,18.6,207,4.22
1/28/2020,23.9,15,19.1,15.1,0,0,0,18.3,263,3.37
1/29/2020,22.6,11.8,17.4,16.72,0,0,0,8.5,327,3.25
1/30/2020,22.4,11.6,16.8,19.06,0,0,0,12.7,55,3.65
1/31/2020,23,11.2,16.9,19.34,0,0,0,11.9,97,3.69
2/1/2020,23.8,10.8,17.2,19.4,0,0,0,13.6,57,3.94
2/2/2020,24,11.6,17.6,19.48,0,0,0,16.6,69,4.12
2/3/2020,24.9,13.4,19,17.67,0,0,0,12.2,94,3.63
2/4/2020,26.7,14.1,20.1,17.94,0.1,0.1,1,13.3,299,3.95
2/5/2020,25.1,13.3,19.1,19.32,0,0,0,15.1,66,3.71
2/6/2020,26,14.7,19.9,17.81,0,0,0,11,48,3.67
2/7/2020,25.1,13.8,19.3,18.46,0,0,0,14.5,34,3.95
2/8/2020,23.6,12.8,17.8,20.36,0,0,0,18.6,50,4.43
2/9/2020,23.3,11.5,17,20.81,0,0,0,17.7,72,4.35
2/10/2020,24.8,11.6,18.2,20.11,0,0,0,12.7,97,4.09
2/11/2020,26.5,14.6,20.4,18.19,0,0,0,12.7,118,3.83
2/12/2020,27.6,15,21.2,20.23,0,0,0,9.9,78,3.93
2/13/2020,29.2,16.5,22,20.56,0,0,0,13.4,323,4.54
2/14/2020,28.7,14.5,21.6,20.89,0,0,0,9.7,337,4.49
2/15/2020,28.3,14.2,21.4,20.41,0,0,0,8.9,49,4.28
2/16/2020,28.8,15.6,22,21.14,0,0,0,11.3,58,4.97
2/17/2020,29.5,15,22.1,21.3,0,0,0,11.9,70,5.08
2/18/2020,29.8,15,22.6,21.8,0,0,0,9.8,96,4.76
2/19/2020,30.2,17.2,24.2,20.84,0,0,0,11.8,187,5.17
2/20/2020,31.3,19.1,24.9,21.15,0,0,0,17.6,215,5.26
2/21/2020,29.9,16.8,23.5,21.34,0,0,0,8.6,315,4.52
2/22/2020,29.1,17,22.7,21.52,0,0,0,13.6,38,4.8
2/23/2020,29.7,16.4,22.6,21.34,0,0,0,14.2,26,4.78
2/24/2020,27.7,16.3,21.6,22.02,0,0,0,14.5,16,4.84
2/25/2020,27,15,21,22.28,0,0,0,14.5,26,4.83
2/26/2020,28,14.4,21.6,22.29,0,0,0,8.3,88,4.56
2/27/2020,29.4,18.3,23.8,22.05,0,0,0,7.6,200,4.57
2/28/2020,30.4,16.8,24.6,21.97,0,0,0,13.4,154,5.34
2/29/2020,31.1,18.1,23.6,18.45,2,2,1,17.7,164,4.84
3/1/2020,30.5,18.8,24.4,18.94,0,0,0,12,208,4.58
3/2/2020,30.6,18.2,24,22.75,0,0,0,9.3,303,5.19
3/3/2020,30.2,16.4,23.5,22.99,0,0,0,15.2,291,5.7
3/4/2020,29.5,17.4,23.3,22.7,0,0,0,13.9,284,5.82
3/5/2020,27.8,16.1,22.3,20.48,0,0,0,13.1,259,5.12
3/6/2020,26.3,16.5,21.5,20.46,0,0,0,24.6,249,4.96
3/7/2020,27.3,14.2,20.9,23.74,0,0,0,8.4,323,4.8
3/8/2020,28.4,15.5,21.9,23.83,0,0,0,16.5,53,5.61
3/9/2020,28.1,16.9,22.7,17.69,0,0,0,16.2,78,4.9
3/10/2020,30.8,19.9,24.5,20.7,0,0,0,23.4,230,5.46
3/11/2020,28.1,16.9,22.3,22.97,0,0,0,18.8,252,5.29
3/12/2020,28.3,15.5,21.6,24.07,0,0,0,16.1,256,5.66
3/13/2020,27.8,14.6,21.3,23.08,0,0,0,11.5,300,5.53
3/14/2020,28.2,14.8,21.5,25.21,0,0,0,15.6,357,5.92
3/15/2020,28.3,15.9,21.9,24.07,0,0,0,16.8,28,5.99
3/16/2020,30,16.8,23.1,24.43,0,0,0,14.3,50,5.84
3/17/2020,32.1,17.7,25.1,22.68,0,0,0,13.3,66,5.74
3/18/2020,33.4,20.5,26.8,21.22,0,0,0,13.1,119,5.65
3/19/2020,33.7,20.5,26.6,24.44,0,0,0,12.3,326,5.91
3/20/2020,32.8,20.4,26.3,21.66,0,0,0,16.5,245,6.17
3/21/2020,31.9,18,25.3,25.19,0,0,0,12.3,297,6.36
3/22/2020,32.7,18.8,26.4,23.19,0,0,0,8.9,339,5.31
3/23/2020,34.2,19.9,27.3,23.67,0.4,0.4,1,10.3,340,5.96
3/24/2020,34.3,21.7,27.9,20.87,0,0,0,13,9,5.72
3/25/2020,35.6,23.1,28.5,19.97,0.5,0.5,2,16,70,6
3/26/2020,32.6,21.3,26.5,19.26,0.1,0.1,1,14.6,120,4.84
3/27/2020,29,21.7,25,18.67,3.6,3.6,10,11.8,15,3.82
3/28/2020,30.5,19.8,25.7,23.08,0,0,0,8,24,4.77
3/29/2020,32.9,19.9,26.6,24.28,0,0,0,12.5,36,5.56
3/30/2020,35.3,21.6,28.2,25.1,0,0,0,14.8,118,7.06
3/31/2020,36.2,19.6,28.3,25.78,0,0,0,18,267,7.35
4/1/2020,35.6,21.3,28.7,26.03,0,0,0,14.3,297,7.51
4/2/2020,34.6,21.8,28.4,26.14,0,0,0,14.6,15,7.56
4/3/2020,34.9,22.3,28.8,25.98,0,0,0,17.1,53,7.61
4/4/2020,35.6,23.1,29.4,26.14,0,0,0,17.9,47,8.09
4/5/2020,36.2,23.4,30,25.71,0,0,0,16.5,103,7.75
4/6/2020,37.4,24.5,30.8,25.73,0,0,0,12.6,285,7.21
4/7/2020,37.4,24.5,30.4,25.62,0,0,0,18.8,296,8.48
4/8/2020,35.9,22.6,29.5,26.9,0,0,0,15.6,286,8.14
4/9/2020,36.1,22.8,30,26.34,0,0,0,13.4,332,6.71
4/10/2020,36.7,24.7,30.5,24.57,0,0,0,11.9,47,7.12
4/11/2020,37.3,21.7,30.5,23.95,0,0,0,12.3,126,6.61
4/12/2020,39,24.1,31.5,26.4,0,0,0,12.7,343,7.74
4/13/2020,38.9,24,31.9,26.2,0,0,0,10.3,335,7.4
4/14/2020,38.5,24.4,32.2,24.62,0,0,0,12.1,354,7.26
4/15/2020,39.2,27,33.2,23.84,0,0,0,15.6,332,8.41
4/16/2020,39.5,25.4,32.6,25.43,0,0,0,22.2,305,9.25
4/17/2020,39.1,26.8,32.6,23.54,0,0,0,19.2,295,8.34
4/18/2020,38.7,27,32.3,23.22,0,0,0,15.6,321,7.33
4/19/2020,37.9,27,31.8,25.8,0,0,0,20.8,291,8.63
4/20/2020,37.3,24.3,30.9,25.73,0,0,0,19.8,281,8.3
4/21/2020,36.6,22.8,30.6,25.19,0,0,0,14.6,319,7.57
4/22/2020,37.9,24.3,31.4,26.14,0,0,0,13.3,322,7.56
4/23/2020,39,24.4,32,25.65,0,0,0,20,289,8.88
4/24/2020,38.1,26.5,32.2,26.31,0,0,0,23.7,281,9.44
4/25/2020,36.7,25.4,30.9,27.54,0,0,0,26.1,274,9.43
4/26/2020,36.9,25.1,30.9,23.09,0,0,0,15,301,7.39
4/27/2020,37.4,25.5,31.5,24.38,0.3,0.3,1,16.7,339,7.34
4/28/2020,38.4,24.3,31.6,25.39,0,0,0,14.1,16,7.45
4/29/2020,39.5,24.9,32.7,25.67,0,0,0,11.9,349,7.51
4/30/2020,39.3,25.9,32.8,23.58,0,0,0,12.4,8,6.84
5/1/2020,40.1,25.3,33.2,24.81,0,0,0,20.3,313,9.16
5/2/2020,40.4,27.8,34,27.66,0,0,0,23.7,297,10.23
5/3/2020,40,26.7,33.5,26.84,0,0,0,19.2,288,9.66
5/4/2020,39.9,26.4,33.3,25.83,0,0,0,20,293,8.61
5/5/2020,39.2,26.6,33,26.57,0,0,0,20.4,322,8.53
5/6/2020,38.8,25.4,32.6,24.68,0,0,0,16.6,301,7.02
5/7/2020,39.5,26.2,33,26.9,0,0,0,12.7,250,7.89
5/8/2020,40.9,27.6,34.1,26.96,0,0,0,18.5,285,9.78
5/9/2020,40.5,27.3,34.1,25.88,0,0,0,16.3,295,8.6
5/10/2020,40.2,27.6,33.5,24.62,0.1,0.1,1,14.8,282,7.57
5/11/2020,37.8,25.6,32.5,24.21,0,0,0,15,226,6.94
5/12/2020,38.1,27.2,33,22.76,0,0,0,10.8,314,6.78
5/13/2020,39.1,27.7,33.4,23.17,0,0,0,16.5,292,7.32
5/14/2020,38.8,28.1,33.7,23.61,0,0,0,13.7,294,7.54
5/15/2020,40,29.1,34.4,25.35,0,0,0,17.9,315,9.02
5/16/2020,39.2,28.6,33.9,23.85,0,0,0,17.6,327,8.53
5/17/2020,40.8,28.2,34.5,25.96,0,0,0,20.8,304,10.02
5/18/2020,40.1,29.4,34.6,27,0,0,0,22.6,318,10.96
5/19/2020,40.3,27.7,34.3,27.91,0,0,0,19.2,326,9.93
5/20/2020,41.1,28.9,34.6,28.45,0,0,0,25.6,322,11.21
5/21/2020,40.9,25.6,33.7,28.37,0,0,0,20.3,300,10.5
5/22/2020,41,28.5,34.8,28.15,0,0,0,27,293,11.62
5/23/2020,41.4,28,34.8,27.09,0,0,0,20.3,286,10.52
5/24/2020,41.6,29.2,35.3,28,0,0,0,20.7,297,10.91
5/25/2020,41.8,28.9,35.1,27.86,0,0,0,20.7,287,10.57
5/26/2020,41.3,28.2,34.6,28.07,0,0,0,21.3,278,10.43
5/27/2020,40.8,27.5,34,27.63,0,0,0,24.1,267,10.57
5/28/2020,40.8,26.7,33.6,27.27,0,0,0,26.3,270,9.88
5/29/2020,39.7,26.4,33.1,26.11,0,0,0,20.3,267,8.83
5/30/2020,38.7,26.6,32.7,25.99,0,0,0,20.1,272,8.22
5/31/2020,38.8,27.6,33.3,24.35,0,0,0,19.4,292,8.22
6/1/2020,37.9,27.8,33.3,22.44,0,0,0,11.4,289,6.9
6/2/2020,31.5,27.7,29.5,10.81,0,0,0,15.6,225,4.04
6/3/2020,26.7,21.4,24.7,4.94,10.3,10.3,11,18.7,140,2.58
6/4/2020,28.8,20.8,24.1,13.53,20.6,20.6,14,24.6,9,3.18
6/5/2020,31.3,23.5,27,19.25,0.4,0.4,2,17.3,264,4.65
6/6/2020,31.7,22.5,26.4,19.34,4.1,4.1,9,19.2,270,4.76
6/7/2020,32.6,24.1,27,21.59,6.7,6.7,7,17.4,271,5.27
6/8/2020,32.5,24.4,27.7,20.57,1.7,1.7,4,18.1,271,5.48
6/9/2020,34,24.4,28.8,20.96,0.3,0.3,1,16.7,280,5.68
6/10/2020,33.6,25.2,29,21.54,2.8,2.8,3,16.9,290,5.54
6/11/2020,34.5,24.7,28.7,17.55,1.3,1.3,5,20.7,302,4.63
6/12/2020,33.6,25,28.6,16.94,6.5,6.5,12,19.2,286,4.26
6/13/2020,32.8,25.2,28.7,16.41,0.4,0.4,2,18.5,287,4.25
6/14/2020,33.4,25.5,28.2,16.01,7.8,7.8,12,15.3,283,3.83
6/15/2020,31.5,24.1,27,10.65,15.7,15.7,13,14.4,281,2.81
6/16/2020,32.7,25,28.8,17.96,0.2,0.2,1,18.9,275,4.58
6/17/2020,30.7,25.6,27.8,12.56,1.6,1.6,6,22,263,3.47
6/18/2020,32.3,24.7,28.5,20.58,0,0,0,19.4,262,5.37
6/19/2020,33.2,24.8,28.5,17.22,0,0,0,22.3,262,4.82
6/20/2020,31.3,24.6,28,12.63,0,0,0,20.5,271,3.91
6/21/2020,33.2,24.8,28.6,21.1,0.5,0.5,2,22.8,274,5.62
6/22/2020,33.2,24.9,28.1,20.53,1,1,4,20.5,276,5.31
6/23/2020,27.6,23.6,25.9,9.45,7.7,7.7,16,15.8,259,2.75
6/24/2020,30.3,23.7,26.6,12.98,9,9,15,11.9,287,3.04
6/25/2020,32.5,24.5,27.8,20.76,1.6,1.6,3,14.7,278,4.78
6/26/2020,32.3,25.5,27.8,17.1,5.4,5.4,3,14.8,266,4
6/27/2020,32.2,24.9,27.9,19.02,1.9,1.9,3,13.6,249,4.23
6/28/2020,31.7,24.9,28.2,19.43,0.5,0.5,2,18.6,254,4.72
6/29/2020,32.2,25.4,28.4,17.64,1,1,5,15.5,256,4.27
6/30/2020,32.6,24.6,28.5,20.27,2.1,2.1,7,7.8,227,4.46
7/1/2020,32.5,26,28.9,15.58,1.9,1.9,3,17.4,276,4.17
7/2/2020,32,25.2,28.7,16.73,0.4,0.4,1,21.8,276,4.58
7/3/2020,29.1,25.1,27.2,11.01,5.3,5.3,9,16.5,275,2.83
7/4/2020,31.3,24.2,27.4,13.77,5.9,5.9,10,13.1,270,3.28
7/5/2020,30.1,23.9,26.2,10.9,20.6,20.6,14,15.6,245,2.68
7/6/2020,26,23.3,24.3,4.29,5.3,5.3,16,11.2,206,1.2
7/7/2020,29.7,23.7,25.9,11.36,4.8,4.8,12,13.8,178,2.67
7/8/2020,30.5,23.9,27,18.18,3.6,3.6,6,14.8,211,4
7/9/2020,30.4,24.1,26.8,15.36,2.4,2.4,2,15.8,248,3.7
7/10/2020,30.3,24.3,27.1,17.75,0.8,0.8,3,23.1,249,4.39
7/11/2020,30.2,24.2,26.7,15.85,1.7,1.7,7,24,245,3.98
7/12/2020,29,24.6,26.2,10.92,1.3,1.3,4,19.5,246,2.84
7/13/2020,30.8,23.9,26.8,18.01,1.1,1.1,4,17.4,269,4.27
7/14/2020,31.1,24.6,27.4,17.07,1,1,4,14.2,281,3.85
7/15/2020,31.4,24.3,26.4,12.56,18.3,18.3,17,15.1,320,2.82
7/16/2020,29.8,23.9,26.2,11.69,10.7,10.7,17,8.9,3,2.6
7/17/2020,29.5,23.9,26.7,15.25,3.3,3.3,9,12.7,158,3.28
7/18/2020,30.8,24.3,27.5,18.74,0.8,0.8,4,9.4,212,4.22
7/19/2020,30.6,24.6,27.2,16.28,0.7,0.7,4,18.1,266,3.91
7/20/2020,30.6,24.6,27,16.57,1.8,1.8,3,17.4,255,3.84
7/21/2020,30.4,24,27.1,20.3,1.1,1.1,4,16.2,245,4.49
7/22/2020,31.4,24.2,27.7,22.72,0,0,0,17.7,267,5.17
7/23/2020,30.2,24.1,26.9,16.01,0.5,0.5,2,14.8,265,3.68
7/24/2020,30,23.2,26.1,14.18,11.7,11.7,12,15.3,270,3.19
7/25/2020,29.4,23,25.6,13.95,9.4,9.4,11,8.4,238,3.04
7/26/2020,30.2,23.4,26.4,17.51,1.6,1.6,7,10,240,3.75
7/27/2020,30.3,24.2,27.2,18.76,1.1,1.1,5,13.1,271,4.31
7/28/2020,30.8,24.2,26.9,18.07,4.4,4.4,7,16.3,276,4.13
7/29/2020,29.6,24.5,26.2,11.07,6.7,6.7,10,14.4,265,2.5
7/30/2020,29.3,24,26.3,12.11,8.8,8.8,10,6.5,253,2.66
7/31/2020,30.6,23.6,26.7,16.22,3.9,3.9,4,8.2,260,3.57
8/1/2020,31.4,23.9,27.3,18.23,1,1,4,10.4,268,3.89
8/2/2020,31.9,24.9,28,19.77,0.4,0.4,2,11,292,4.37
8/3/2020,29,25,26.6,11.62,4.1,4.1,12,13.6,261,2.66
8/4/2020,29.6,24.1,26.7,12.86,0,0,0,10.6,231,2.85
8/5/2020,29.6,24.3,26,10.04,15.7,15.7,22,12.3,328,2.21
8/6/2020,27.7,24.4,25.8,8.81,3.9,3.9,9,14.7,161,2.07
8/7/2020,26.4,23.5,24.9,5.63,15.8,15.8,16,16.5,188,1.33
8/8/2020,28.2,23.5,25.4,11.97,5.5,5.5,14,20.3,249,2.78
8/9/2020,26.9,23.3,24.5,7.75,23.3,23.3,22,19.2,266,1.75
8/10/2020,28.3,23.5,25.4,9.22,1.4,1.4,5,21.9,278,2.31
8/11/2020,26.9,24.1,25.2,6.68,1.7,1.7,8,20.2,268,1.89
8/12/2020,26.1,23.5,24.1,3.24,44.8,44.8,21,20.7,256,0.87
8/13/2020,23.7,22.7,23.2,1.49,86.3,86.3,24,21.5,251,0.55
8/14/2020,26.2,22.7,24.1,8.83,12.6,12.6,15,28.7,254,1.75
8/15/2020,24.4,23.2,23.8,3.64,4.3,4.3,12,21.3,244,0.79
8/16/2020,25.6,23,24,4.27,0.8,0.8,4,16,254,1.03
8/17/2020,25.7,23.2,24.2,4.63,11.2,11.2,15,15.9,255,1.03
8/18/2020,24.7,22.9,23.6,3.38,24.3,24.3,24,19.4,259,0.87
8/19/2020,25.2,22.9,23.8,5.83,5.2,5.2,21,20.5,265,1.38
